ReflexAgent,1,capsuleClassic,-426.14285714285717,0
ReflexAgent,1,contestClassic,523.5714285714286,0
ReflexAgent,1,mediumClassic,177.42857142857142,0
ReflexAgent,1,minimaxClassic,226.85714285714286,0
ReflexAgent,1,openClassic,542.2857142857143,0
ReflexAgent,1,originalClassic,187.57142857142858,0
ReflexAgent,1,smallClassic,-325.42857142857144,0
ReflexAgent,1,testClassic,529.4285714285714,0
ReflexAgent,1,trappedClassic,-501.7142857142857,0
ReflexAgent,1,trickyClassic,-11.428571428571429,0
BetterAgent,1,capsuleClassic,350.2857142857143,0
BetterAgent,1,contestClassic,806.2857142857143,0
BetterAgent,1,mediumClassic,1160.7142857142858,0
BetterAgent,1,minimaxClassic,83.57142857142857,0
BetterAgent,1,openClassic,974.2857142857143,0.000857143
BetterAgent,1,originalClassic,1599.4285714285713,0.001
BetterAgent,1,smallClassic,845.8571428571429,0.000285714
BetterAgent,1,testClassic,561.7142857142857,0
BetterAgent,1,trappedClassic,-58.857142857142854,0
BetterAgent,1,trickyClassic,774.1428571428571,0.001
MinimaxAgent,2,capsuleClassic,-59.142857142857146,0.00528571
MinimaxAgent,2,contestClassic,1161.0,0.00742857
MinimaxAgent,2,mediumClassic,1164.0,0.00871429
MinimaxAgent,2,minimaxClassic,227.71428571428572,0.00271429
MinimaxAgent,2,openClassic,1218.0,0.0467143
MinimaxAgent,2,originalClassic,1489.2857142857142,0.01
MinimaxAgent,2,smallClassic,972.1428571428571,0.00985714
MinimaxAgent,2,testClassic,414.85714285714283,0.00871429
MinimaxAgent,2,trappedClassic,-501.0,0.00157143
MinimaxAgent,2,trickyClassic,1170.0,0.0177143
MinimaxAgent,3,capsuleClassic,666.2857142857143,0.019
MinimaxAgent,3,contestClassic,1707.5714285714287,0.0398571
MinimaxAgent,3,mediumClassic,1172.857142857143,0.0451429
MinimaxAgent,3,minimaxClassic,371.85714285714283,0.00985714
MinimaxAgent,3,openClassic,823.1428571428571,0.429571
MinimaxAgent,3,originalClassic,1702.5714285714287,0.0301429
MinimaxAgent,3,smallClassic,871.7142857142857,0.0541429
MinimaxAgent,3,testClassic,562.8571428571429,0.0615714
MinimaxAgent,3,trappedClassic,-501.0,0.002
MinimaxAgent,3,trickyClassic,1002.2857142857143,0.121571
MinimaxAgent,4,capsuleClassic,606.0,0.0624286
MinimaxAgent,4,contestClassic,933.2857142857143,0.144857
MinimaxAgent,4,mediumClassic,1519.4285714285713,0.202714
MinimaxAgent,4,minimaxClassic,-348.85714285714283,0.024
MinimaxAgent,4,openClassic,988.5714285714286,4.11857
MinimaxAgent,4,originalClassic,1549.142857142857,0.115714
MinimaxAgent,4,smallClassic,1328.142857142857,0.224714
MinimaxAgent,4,testClassic,560.8571428571429,0.400429
MinimaxAgent,4,trappedClassic,-501.0,0.003
MinimaxAgent,4,trickyClassic,995.1428571428571,1.27386
AlphaBetaAgent,2,capsuleClassic,-29.857142857142858,0.004
AlphaBetaAgent,2,contestClassic,1119.0,0.004
AlphaBetaAgent,2,mediumClassic,1146.4285714285713,0.00514286
AlphaBetaAgent,2,minimaxClassic,83.57142857142857,0.00185714
AlphaBetaAgent,2,openClassic,1175.857142857143,0.0145714
AlphaBetaAgent,2,originalClassic,1413.5714285714287,0.00628571
AlphaBetaAgent,2,smallClassic,845.8571428571429,0.00471429
AlphaBetaAgent,2,testClassic,562.5714285714286,0.00385714
AlphaBetaAgent,2,trappedClassic,-501.0,0.001
AlphaBetaAgent,2,trickyClassic,1082.0,0.008
AlphaBetaAgent,3,capsuleClassic,835.7142857142857,0.00885714
AlphaBetaAgent,3,contestClassic,1292.0,0.0124286
AlphaBetaAgent,3,mediumClassic,982.1428571428571,0.0144286
AlphaBetaAgent,3,minimaxClassic,83.57142857142857,0.003
AlphaBetaAgent,3,openClassic,1111.4285714285713,0.0678571
AlphaBetaAgent,3,originalClassic,1728.142857142857,0.015
AlphaBetaAgent,3,smallClassic,369.7142857142857,0.0172857
AlphaBetaAgent,3,testClassic,563.7142857142857,0.0145714
AlphaBetaAgent,3,trappedClassic,-501.0,0.001
AlphaBetaAgent,3,trickyClassic,1129.5714285714287,0.0254286
AlphaBetaAgent,4,capsuleClassic,616.4285714285714,0.0237143
AlphaBetaAgent,4,contestClassic,757.8571428571429,0.0367143
AlphaBetaAgent,4,mediumClassic,1483.142857142857,0.0438571
AlphaBetaAgent,4,minimaxClassic,371.85714285714283,0.00557143
