AlphaBetaAgent,4,openClassic,888.8571428571429,0.343429
AlphaBetaAgent,4,originalClassic,1648.142857142857,0.0382857
AlphaBetaAgent,4,smallClassic,696.1428571428571,0.0522857
AlphaBetaAgent,4,testClassic,411.85714285714283,0.0494286
AlphaBetaAgent,4,trappedClassic,-501.0,0.001
AlphaBetaAgent,4,trickyClassic,1028.5714285714287,0.103857
RandomExpectimaxAgent,2,capsuleClassic,-130.14285714285714,0.00571429
RandomExpectimaxAgent,2,contestClassic,1553.0,0.00771429
RandomExpectimaxAgent,2,mediumClassic,1089.5714285714287,0.00985714
RandomExpectimaxAgent,2,minimaxClassic,227.71428571428572,0.004
RandomExpectimaxAgent,2,openClassic,808.1428571428571,0.0465714
RandomExpectimaxAgent,2,originalClassic,1395.2857142857142,0.00914286
RandomExpectimaxAgent,2,smallClassic,992.1428571428571,0.0101429
RandomExpectimaxAgent,2,testClassic,563.4285714285714,0.0105714
RandomExpectimaxAgent,2,trappedClassic,-58.857142857142854,0.001
RandomExpectimaxAgent,2,trickyClassic,1262.857142857143,0.02
RandomExpectimaxAgent,3,capsuleClassic,454.0,0.0192857
RandomExpectimaxAgent,3,contestClassic,1515.7142857142858,0.0375714
RandomExpectimaxAgent,3,mediumClassic,1337.5714285714287,0.0475714
RandomExpectimaxAgent,3,minimaxClassic,371.85714285714283,0.0114286
RandomExpectimaxAgent,3,openClassic,1174.7142857142858,0.457857
RandomExpectimaxAgent,3,originalClassic,1985.5714285714287,0.0295714
RandomExpectimaxAgent,3,smallClassic,836.7142857142857,0.0547143
RandomExpectimaxAgent,3,testClassic,562.5714285714286,0.0671429
RandomExpectimaxAgent,3,trappedClassic,-58.857142857142854,0.002
RandomExpectimaxAgent,3,trickyClassic,1386.142857142857,0.219286
RandomExpectimaxAgent,4,capsuleClassic,325.85714285714283,0.0691429
RandomExpectimaxAgent,4,contestClassic,1570.7142857142858,0.181571
RandomExpectimaxAgent,4,mediumClassic,1566.2857142857142,0.194286
RandomExpectimaxAgent,4,minimaxClassic,516.0,0.0237143
RandomExpectimaxAgent,4,openClassic,1149.5714285714287,4.24757
RandomExpectimaxAgent,4,originalClassic,1705.7142857142858,0.119571
RandomExpectimaxAgent,4,smallClassic,1037.857142857143,0.322
RandomExpectimaxAgent,4,testClassic,563.7142857142857,0.386
RandomExpectimaxAgent,4,trappedClassic,-354.2857142857143,0.002
RandomExpectimaxAgent,4,trickyClassic,2072.0,1.22714
